Unnamed: 0,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,paraphrases,pop,em_scores,start_scores,f1_scores,uncertainty_metric,prob
2021,Still Life,genre,progressive rock,2611281,91,1533500,[],"[""prog-rock"",""prog"",""classical rock"",""symphonic rock"",""art rock"",""progressive pop"",""prog rock"",""Progressive Rock""]",http://www.wikidata.org/entity/Q7617074,http://www.wikidata.org/entity/Q49451,Still Life (1970s UK band),Progressive rock,169,66527,What genre is Still Life?,"[""progressive rock"", ""prog-rock"", ""prog"", ""classical rock"", ""symphonic rock"", ""art rock"", ""progressive pop"", ""prog rock"", ""Progressive Rock""]","['What category does Still Life belong to?', 'What kind of classification does Still Life fall under?', 'What type does Still Life fall under?', 'What group does Still Life fall under?', 'What kind does Still Life fall under?', 'What class does Still Life fall under?', 'What style can Still Life be categorized into?', 'Which division does Still Life come under?', 'In what bracket does Still Life reside?', 'What domain does  Still Life fit within?']",66696,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.37270718256364743, 0.3767608383254404, 0.14220452681707477, 0.09701997647778753, 0.49203651606502563, 0.1607689443246545, 0.45503471856524547, 0.3781946466344336, 0.2034310957016137, 0.17826996228525147]","[0.17554039, 0.06966224, 0.20946966, 0.7391709, 0.055073414, 0.1850339, 0.16523859, 0.1049812, 0.2686116, 0.260876]"
2439,Jeffrey,genre,romantic comedy,2525497,91,2853587,[],"[""romedy"",""romcom""]",http://www.wikidata.org/entity/Q739754,http://www.wikidata.org/entity/Q860626,Jeffrey (1995 film),Romantic comedy,2097,64579,What genre is Jeffrey?,"[""romantic comedy"", ""romedy"", ""romcom""]","['What category does Jeffrey belong to?', 'What kind of classification does Jeffrey fall under?', 'What type does Jeffrey fall under?', 'What group does Jeffrey fall under?', 'What kind does Jeffrey fall under?', 'What class does Jeffrey fall under?', 'What style can Jeffrey be categorized into?', 'Which division does Jeffrey come under?', 'In what bracket does Jeffrey reside?', 'What domain does  Jeffrey fit within?']",66676,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.32747597573076115, 0.5311063882379085, 0.5593091129324094, 0.40699266592480743, 0.6670301643822656, 0.3357308528469196, 0.568943825436098, 0.49716414339993087, 0.589490558064985, 0.1569004239620459]","[0.048497424, 0.012323393, 0.007637141, 0.0756214, 0.012194134, 0.07811026, 0.0019377695, 0.008636288, 0.0063704597, 0.5706935]"
1736,Rest,genre,progressive rock,2478948,91,1533500,[],"[""prog-rock"",""prog"",""classical rock"",""symphonic rock"",""art rock"",""progressive pop"",""prog rock"",""Progressive Rock""]",http://www.wikidata.org/entity/Q7316035,http://www.wikidata.org/entity/Q49451,Rest (band),Progressive rock,105,66527,What genre is Rest?,"[""progressive rock"", ""prog-rock"", ""prog"", ""classical rock"", ""symphonic rock"", ""art rock"", ""progressive pop"", ""prog rock"", ""Progressive Rock""]","['What category does Rest belong to?', 'What kind of classification does Rest fall under?', 'What type does Rest fall under?', 'What group does Rest fall under?', 'What kind does Rest fall under?', 'What class does Rest fall under?', 'What style can Rest be categorized into?', 'Which division does Rest come under?', 'In what bracket does Rest reside?', 'What domain does  Rest fit within?']",66632,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.3126280669695721, 0.06195782858685178, 0.08948046461418789, 0.5073743940793786, 0.10925038521864723, 0.22599084197558028, 0.6020838226379108, 0.40970084206582513, 0.12982219187758778, 0.18560444694649036]","[0.013717942, 0.8445797, 0.7634837, 0.008275831, 0.697059, 0.22092366, 0.024189478, 0.02482419, 0.61508787, 0.4765674]"
1700,Them!,genre,science fiction film,1944113,91,1406377,[],"[""sci-fi film"",""science fiction movie"",""sci-fi movie"",""scifi film"",""scifi movie"",""sci fi film"",""sci fi movie"",""scifi-film"",""scifi""]",http://www.wikidata.org/entity/Q578809,http://www.wikidata.org/entity/Q471839,Them!,Science fiction film,24568,41996,What genre is Them!?,"[""monster film"", ""monster movie"", ""creature feature"", ""giant monster film"", ""Monster horror films"", ""science fiction film"", ""sci-fi film"", ""science fiction movie"", ""sci-fi movie"", ""scifi film"", ""scifi movie"", ""sci fi film"", ""sci fi movie"", ""scifi-film"", ""scifi""]","['What category does Them! belong to?', 'What kind of classification does Them! fall under?', 'What type does Them! fall under?', 'What group does Them! fall under?', 'What kind does Them! fall under?', 'What class does Them! fall under?', 'What style can Them! be categorized into?', 'Which division does Them! come under?', 'In what bracket does Them! reside?', 'What domain does  Them! fit within?']",66564,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.28571428571428575, 0.6666666666666666, 0.33333333333333337, 0, 0, 0, 0.6666666666666666]","[0.13000600003020985, 0.09892778103460076, 0.03714121716031037, 0.8208137690145189, 0.0, 0.4199260370021909, 0.14484309709171975, 0.188048433348028, 0.3119744798287908, 0.21015793700482266]","[0.69636, 0.77142215, 0.9103333, 0.007544743, 1.0, 0.034308642, 0.6621003, 0.4085694, 0.07629893, 0.49851555]"
2158,About Us,genre,dance-pop,1172763,91,741156,[],"[""dance pop""]",http://www.wikidata.org/entity/Q3603756,http://www.wikidata.org/entity/Q211756,About Us (song),Dance-pop,509,66000,What genre is About Us?,"[""dance-pop"", ""dance pop""]","['What category does About Us belong to?', 'What kind of classification does About Us fall under?', 'What type does About Us fall under?', 'What group does About Us fall under?', 'What kind does About Us fall under?', 'What class does About Us fall under?', 'What style can About Us be categorized into?', 'Which division does About Us come under?', 'In what bracket does About Us reside?', 'What domain does  About Us fit within?']",66509,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5, 0, 0, 0.25, 0.5, 0.5, 0, 0.5, 0.5, 0]","[0.0, 0.4373605765828606, 0.18005246447579382, 0.7207688239161942, 0.0, 0.021196517756724556, 0.6507792653745903, 0.0, 0.0, 0.5179182941359234]","[1.0, 0.10187928, 0.22406122, 0.00029269085, 1.0, 0.9499176, 0.010385204, 1.0, 1.0, 0.040221404]"
1701,Tricky,genre,trip hop,1034152,91,721329,"[""Adrian Thaws"",""Adrian Nicholas Matthews Thaws"",""Tricky Kid"",""Tricky Rock""]","[""Bristol sound"",""trip-hop""]",http://www.wikidata.org/entity/Q313627,http://www.wikidata.org/entity/Q205560,Tricky (musician),Trip hop,32767,33715,What genre is Tricky?,"[""trip hop"", ""Bristol sound"", ""trip-hop""]","['What category does Tricky belong to?', 'What kind of classification does Tricky fall under?', 'What type does Tricky fall under?', 'What group does Tricky fall under?', 'What kind does Tricky fall under?', 'What class does Tricky fall under?', 'What style can Tricky be categorized into?', 'Which division does Tricky come under?', 'In what bracket does Tricky reside?', 'What domain does  Tricky fit within?']",66482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0.4444444444444445, 0.5, 0.4444444444444445, 0, 0.5, 0.5714285714285715, 0.5714285714285715, 0.2]","[0.3171736113004724, 0.4001318998860878, 0.43155874729983973, 0.4515292458960999, 0.15670381653331242, 0.37261770680598544, 0.24139985501178624, 0.26105294918751876, 0.3992935753037867, 0.20009937280089604]","[0.09717805, 0.04122449, 0.047304906, 0.07612926, 0.1441795, 0.16253082, 0.05591263, 0.19851084, 0.1516327, 0.46695554]"
1411,Lunar,genre,role-playing video game,885591,91,2548127,[],"[""RPG"",""RPVG"",""role playing video game"",""role-playing game"",""role playing video games"",""CRPG"",""computer RPG"",""computer role-playing video game"",""RP video game""]",http://www.wikidata.org/entity/Q2630106,http://www.wikidata.org/entity/Q744038,Lunar (series),Role-playing video game,3244,63112,What genre is Lunar?,"[""role-playing video game"", ""RPG"", ""RPVG"", ""role playing video game"", ""role-playing game"", ""role playing video games"", ""CRPG"", ""computer RPG"", ""computer role-playing video game"", ""RP video game""]","['What category does Lunar belong to?', 'What kind of classification does Lunar fall under?', 'What type does Lunar fall under?', 'What group does Lunar fall under?', 'What kind does Lunar fall under?', 'What class does Lunar fall under?', 'What style can Lunar be categorized into?', 'Which division does Lunar come under?', 'In what bracket does Lunar reside?', 'What domain does  Lunar fit within?']",66356,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.04338935771300031, 0.3471346462647454, 0.37265051835416413, 0.15663030879855105, 0.11385105902211448, 0.5813015509046864, 0.4524972532816228, 0.2715387190571287, 0.5030304997721224, 0.3659606397795862]","[0.8942979, 0.04478843, 0.034925885, 0.18076311, 0.12707391, 0.08175753, 0.108915016, 0.18095611, 0.14056936, 0.10355825]"
2624,Silk,genre,rhythm and blues,1465882,91,1350191,[],"[""R&B"",""RnB"",""RNB"",""R and B"",""R & B""]",http://www.wikidata.org/entity/Q4819920,http://www.wikidata.org/entity/Q45981,Silk (group),Rhythm and blues,5354,60774,What genre is Silk?,"[""rhythm and blues"", ""R&B"", ""RnB"", ""RNB"", ""R and B"", ""R & B""]","['What category does Silk belong to?', 'What kind of classification does Silk fall under?', 'What type does Silk fall under?', 'What group does Silk fall under?', 'What kind does Silk fall under?', 'What class does Silk fall under?', 'What style can Silk be categorized into?', 'Which division does Silk come under?', 'In what bracket does Silk reside?', 'What domain does  Silk fit within?']",66128,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.04834603541253986, 0.3680233436253065, 0.3385061060089441, 0.7259004825788187, 0.2888531028445912, 0.17899157177160457, 0.25551877898963543, 0.3960327605230356, 0.03631270168368216, 0.1581301605307183]","[0.8813432, 0.12407501, 0.07990779, 0.0014481928, 0.14631523, 0.1893767, 0.067077875, 0.0037445, 0.9124361, 0.42179808]"
1399,Million Dollar Baby,genre,romantic comedy,2291790,91,2853587,[],"[""romedy"",""romcom""]",http://www.wikidata.org/entity/Q6859729,http://www.wikidata.org/entity/Q860626,Million Dollar Baby (1941 film),Romantic comedy,1240,64579,What genre is Million Dollar Baby?,"[""romantic comedy"", ""romedy"", ""romcom""]","['What category does Million Dollar Baby belong to?', 'What kind of classification does Million Dollar Baby fall under?', 'What type does Million Dollar Baby fall under?', 'What group does Million Dollar Baby fall under?', 'What kind does Million Dollar Baby fall under?', 'What class does Million Dollar Baby fall under?', 'What style can Million Dollar Baby be categorized into?', 'Which division does Million Dollar Baby come under?', 'In what bracket does Million Dollar Baby reside?', 'What domain does  Million Dollar Baby fit within?']",65819,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.05261468345101865, 0.0, 0.07785694335308295, 0.16617312022857866, 0.09854322857754312, 0.3600470491927673, 0.4236466814746922, 0.29630866699413194, 0.28670040366675975, 0.08976918253677721]","[0.87000954, 1.0, 0.7990243, 0.07957256, 0.73411953, 0.043510053, 0.020845974, 0.00239515, 0.06463498, 0.7927486]"
2693,I Do,genre,romantic comedy,906983,91,2853587,"[""Pr\u00eate-moi ta main"",""Rent a Wife"",""Prete-moi ta main""]","[""romedy"",""romcom""]",http://www.wikidata.org/entity/Q2700398,http://www.wikidata.org/entity/Q860626,I Do (2006 film),Romantic comedy,1205,64579,What genre is I Do?,"[""romantic comedy"", ""romedy"", ""romcom""]","['What category does I Do belong to?', 'What kind of classification does I Do fall under?', 'What type does I Do fall under?', 'What group does I Do fall under?', 'What kind does I Do fall under?', 'What class does I Do fall under?', 'What style can I Do be categorized into?', 'Which division does I Do come under?', 'In what bracket does I Do reside?', 'What domain does  I Do fit within?']",65784,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0.4444444444444445, 0.5714285714285715, 0, 0.5, 0.4444444444444445, 0, 0.4444444444444445, 0, 0]","[0.1900015458681774, 0.17591038263192316, 0.43337695072473514, 0.06573096913092168, 0.19642136614852526, 0.16753154229190168, 0.8748306491381848, 0.2893559689620228, 0.1480920466031367, 0.0792716497156455]","[0.0940669, 0.2118379, 0.054025356, 0.83404654, 0.17426607, 0.16403458, 0.008360182, 0.15230782, 0.23651622, 0.7948102]"
