Unnamed: 0,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,paraphrases,pop,em_scores,start_scores,f1_scores,uncertainty_metric,prob
1119,Ilona,genre,rock music,255514,91,82098,"[""Nombre real : Liliana Castilla Cuellar"",""ilo""]","[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q14702168,http://www.wikidata.org/entity/Q11399,Ilona (singer),Rock music,431,140450,What genre is Ilona?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Ilona belong to?', 'What kind of classification does Ilona fall under?', 'What type does Ilona fall under?', 'What group does Ilona fall under?', 'What kind does Ilona fall under?', 'What class does Ilona fall under?', 'What style can Ilona be categorized into?', 'Which division does Ilona come under?', 'In what bracket does Ilona reside?', 'What domain does  Ilona fit within?']",140881,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0.25, 0, 0, 0]","[0.39351688053253253, 0.04152294549503339, 0.5562249051268642, 0.8221015427323454, 0.5433868291037398, 0.4297482644237858, 0.4777260931077649, 0.060732037622180504, 0.5528088516872889, 0.30912380789646704]","[0.198458, 0.89912134, 0.010112657, 0.011599034, 0.049281467, 0.09269424, 0.0030181992, 0.8479677, 0.059149638, 0.025504604]"
1256,ARB,genre,rock music,1368075,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q4653582,http://www.wikidata.org/entity/Q11399,ARB (band),Rock music,393,140450,What genre is ARB?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does ARB belong to?', 'What kind of classification does ARB fall under?', 'What type does ARB fall under?', 'What group does ARB fall under?', 'What kind does ARB fall under?', 'What class does ARB fall under?', 'What style can ARB be categorized into?', 'Which division does ARB come under?', 'In what bracket does ARB reside?', 'What domain does  ARB fit within?']",140843,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5, 0.5, 0, 0.5, 0.5, 0, 0.5, 0, 0.5, 0.5]","[0.051522270832984, 0.1535224160291828, 0.6373196684928429, 0.23791974104152697, 0.123975504300766, 0.6367109166131779, 0.15756233677690903, 0.25004377108635956, 0.15410578241247697, 0.2159909414366896]","[0.8729262, 0.47543278, 0.018597355, 0.32769144, 0.6402881, 0.0036638563, 0.30846804, 0.13016483, 0.47007728, 0.06591207]"
1548,Eve,genre,rock music,1782376,91,82098,"[""\uc774\ube0c""]","[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q5416138,http://www.wikidata.org/entity/Q11399,Eve (South Korean band),Rock music,382,140450,What genre is Eve?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Eve belong to?', 'What kind of classification does Eve fall under?', 'What type does Eve fall under?', 'What group does Eve fall under?', 'What kind does Eve fall under?', 'What class does Eve fall under?', 'What style can Eve be categorized into?', 'Which division does Eve come under?', 'In what bracket does Eve reside?', 'What domain does  Eve fit within?']",140832,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0]","[0.4387970997752365, 0.07506491312195339, 0.43363829002790877, 0.852883171907954, 0.17426920291906123, 0.45417252502013405, 0.22318613487117217, 0.18318183753107287, 0.053724177618392356, 0.17900799855059127]","[0.018889539, 0.8072583, 0.16385041, 0.008314657, 0.16715425, 0.075477116, 0.17648648, 0.007279787, 0.8670356, 0.35329017]"
1906,Time,genre,rock music,2053587,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q617572,http://www.wikidata.org/entity/Q11399,Time (Yugoslav band),Rock music,349,140450,What genre is Time?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Time belong to?', 'What kind of classification does Time fall under?', 'What type does Time fall under?', 'What group does Time fall under?', 'What kind does Time fall under?', 'What class does Time fall under?', 'What style can Time be categorized into?', 'Which division does Time come under?', 'In what bracket does Time reside?', 'What domain does  Time fit within?']",140799,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.31608534392821763, 0.34361031263572916, 0.33545765572778086, 0.2866135553423863, 0.40331847049595976, 0.23500615471297848, 0.3816260958561626, 0.45987720224705975, 0.33449634028116926, 0.28537554764957124]","[0.048877746, 0.13342653, 0.11796905, 0.124421276, 0.0008793846, 0.18439434, 0.0060709887, 0.032957405, 0.025878834, 0.24539371]"
2591,The Checks,genre,rock music,2652971,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q7722277,http://www.wikidata.org/entity/Q11399,The Checks (band),Rock music,328,140450,What genre is The Checks?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does The Checks belong to?', 'What kind of classification does The Checks fall under?', 'What type does The Checks fall under?', 'What group does The Checks fall under?', 'What kind does The Checks fall under?', 'What class does The Checks fall under?', 'What style can The Checks be categorized into?', 'Which division does The Checks come under?', 'In what bracket does The Checks reside?', 'What domain does  The Checks fit within?']",140778,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0.2857142857142857, 0, 0, 0.25, 0.25, 0.33333333333333337, 0.5]","[0.19507693583826818, 0.16463268682544943, 0.30300806503759625, 0.3224550243504115, 0.3030638214054733, 0.2155021114204747, 0.4330752065239719, 0.20243296827998103, 0.4317215456218739, 0.04434723672992091]","[0.12741381, 0.14357938, 0.18454272, 0.05210823, 0.0658194, 0.20169164, 0.018719323, 0.19109213, 0.1360855, 0.891811]"
1262,Dogs,genre,rock music,1772477,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q539327,http://www.wikidata.org/entity/Q11399,Dogs (French band),Rock music,270,140450,What genre is Dogs?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Dogs belong to?', 'What kind of classification does Dogs fall under?', 'What type does Dogs fall under?', 'What group does Dogs fall under?', 'What kind does Dogs fall under?', 'What class does Dogs fall under?', 'What style can Dogs be categorized into?', 'Which division does Dogs come under?', 'In what bracket does Dogs reside?', 'What domain does  Dogs fit within?']",140720,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1951570799936837, 0.1690592074699293, 0.33315182437116825, 0.5287741641098423, 0.37007962560237195, 0.2572189122349522, 0.1431369289990854, 0.2990235374363067, 0.0, 0.2224692033808004]","[0.09849852, 0.20139457, 0.15584242, 0.07344862, 0.07394739, 0.17149425, 0.5480654, 0.067430384, 1.0, 0.33419347]"
2507,Golden,genre,rock music,460383,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q16839540,http://www.wikidata.org/entity/Q11399,Golden (band),Rock music,242,140450,What genre is Golden?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Golden belong to?', 'What kind of classification does Golden fall under?', 'What type does Golden fall under?', 'What group does Golden fall under?', 'What kind does Golden fall under?', 'What class does Golden fall under?', 'What style can Golden be categorized into?', 'Which division does Golden come under?', 'In what bracket does Golden reside?', 'What domain does  Golden fit within?']",140692,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5, 0.5, 0.5, 0, 0, 0.5, 0, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.5118647229706416, 0.8592978780928751, 0.07232623216305288, 0.45395419525971425, 0.07645459672394303, 0.07785694335308295, 0.0]","[1.0, 1.0, 1.0, 0.0084091835, 0.0004459997, 0.81523246, 0.005192857, 0.8031735, 0.7990243, 1.0]"
1450,Jun,genre,rock music,2101569,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q6311426,http://www.wikidata.org/entity/Q11399,Jun (musician),Rock music,239,140450,What genre is Jun?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Jun belong to?', 'What kind of classification does Jun fall under?', 'What type does Jun fall under?', 'What group does Jun fall under?', 'What kind does Jun fall under?', 'What class does Jun fall under?', 'What style can Jun be categorized into?', 'Which division does Jun come under?', 'In what bracket does Jun reside?', 'What domain does  Jun fit within?']",140689,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.4967058835854137, 0.10729058543088979, 0.39401591987699447, 0.5481573221101382, 0.208450001201749, 0.4572064051123235, 0.20055999937874006, 0.20316269046029461, 0.5002502055748242, 0.11605336691404161]","[0.04682044, 0.74739707, 0.20278414, 0.039276805, 0.24749412, 0.070213966, 0.13768253, 0.14489684, 0.015094762, 0.671826]"
2114,The LeeVees,genre,rock music,1151411,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q3521553,http://www.wikidata.org/entity/Q11399,The LeeVees,Rock music,234,140450,What genre is The LeeVees?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does The LeeVees belong to?', 'What kind of classification does The LeeVees fall under?', 'What type does The LeeVees fall under?', 'What group does The LeeVees fall under?', 'What kind does The LeeVees fall under?', 'What class does The LeeVees fall under?', 'What style can The LeeVees be categorized into?', 'Which division does The LeeVees come under?', 'In what bracket does The LeeVees reside?', 'What domain does  The LeeVees fit within?']",140684,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.2857142857142857, 0.2222222222222222, 0.2857142857142857, 0.25, 0.33333333333333337, 0.25, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.25]","[0.5750764689471287, 0.15935913115509082, 0.5806958966746487, 0.6279004202061307, 0.6779056373882828, 0.511009868898559, 0.2555710731838181, 0.2059187718362125, 0.20893597655205792, 0.5161569595229412]","[0.05451638, 0.18027423, 0.055157762, 0.03010712, 0.021217339, 0.050723486, 0.12442484, 0.17075525, 0.10597997, 0.026272008]"
1497,Moist,genre,alternative rock,1091001,91,79782,[],"[""alternative music"",""alt-rock"",""alternative"",""alt rock"",""pop\/rock"",""Alternative Rock""]",http://www.wikidata.org/entity/Q3319287,http://www.wikidata.org/entity/Q11366,Moist (band),Alternative rock,1834,138822,What genre is Moist?,"[""alternative rock"", ""alternative music"", ""alt-rock"", ""alternative"", ""alt rock"", ""pop/rock"", ""Alternative Rock""]","['What category does Moist belong to?', 'What kind of classification does Moist fall under?', 'What type does Moist fall under?', 'What group does Moist fall under?', 'What kind does Moist fall under?', 'What class does Moist fall under?', 'What style can Moist be categorized into?', 'Which division does Moist come under?', 'In what bracket does Moist reside?', 'What domain does  Moist fit within?']",140656,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0.25, 0.25, 0.6666666666666666, 0]","[0.3327429516650362, 0.180141894962565, 0.4585494820719745, 0.13491698290190812, 0.5588751900590108, 0.15385894915332882, 0.24885735740276976, 0.2694705927275269, 0.3696050093322598, 0.4412515505362524]","[0.06725165, 0.13188316, 0.021957926, 0.11549814, 0.0051098093, 0.13731764, 0.056254618, 0.15347919, 0.01661245, 0.02613815]"
