Unnamed: 0,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,paraphrases,pop,em_scores,start_scores,f1_scores,uncertainty_metric,prob
1692,Dimensions,genre,jazz,333989,91,2837065,[],"[""jazz music"",""jass"",""jas"",""jaz"",""Jazz""]",http://www.wikidata.org/entity/Q1572104,http://www.wikidata.org/entity/Q8341,Dimensions (Maynard Ferguson album),Jazz,97,100802,What genre is Dimensions?,"[""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]","['What category does Dimensions belong to?', 'What kind of classification does Dimensions fall under?', 'What type does Dimensions fall under?', 'What group does Dimensions fall under?', 'What kind does Dimensions fall under?', 'What class does Dimensions fall under?', 'What style can Dimensions be categorized into?', 'Which division does Dimensions come under?', 'In what bracket does Dimensions reside?', 'What domain does  Dimensions fit within?']",100899,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0.5, 0, 0, 0.5, 0.5, 0.5, 0]","[0.3590181178489999, 0.4543779699121635, 0.2752023349151169, 0.16758911547954086, 0.18602744494273166, 0.23632572288008186, 0.1484882536004098, 0.045321799773763737, 0.15572705418286534, 0.34759570422133473]","[0.18027838, 0.020369224, 0.045049567, 0.5234407, 0.28267434, 0.14648156, 0.23860224, 0.88927275, 0.4536665, 0.065307915]"
1997,Collaboration West,genre,jazz,489605,91,2837065,[],"[""jazz music"",""jass"",""jas"",""jaz"",""Jazz""]",http://www.wikidata.org/entity/Q16958880,http://www.wikidata.org/entity/Q8341,Collaboration West,Jazz,76,100802,What genre is Collaboration West?,"[""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]","['What category does Collaboration West belong to?', 'What kind of classification does Collaboration West fall under?', 'What type does Collaboration West fall under?', 'What group does Collaboration West fall under?', 'What kind does Collaboration West fall under?', 'What class does Collaboration West fall under?', 'What style can Collaboration West be categorized into?', 'Which division does Collaboration West come under?', 'In what bracket does Collaboration West reside?', 'What domain does  Collaboration West fit within?']",100878,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5, 0, 0.5, 0, 0, 0.5, 0, 0.25, 0.4, 0.2]","[0.17194519120914536, 0.5833632358030468, 0.053724177618392356, 0.1447695972467285, 0.18074963529953397, 0.0, 0.5705743190893567, 0.5937580078389446, 0.6362827653929035, 0.24712500279914038]","[0.5996644, 0.014619696, 0.8670356, 0.22046039, 0.27668896, 1.0, 0.0063367276, 0.010341717, 0.029569289, 0.35689458]"
1378,Marty Marsala,genre,jazz,654602,91,2837065,[],"[""jazz music"",""jass"",""jas"",""jaz"",""Jazz""]",http://www.wikidata.org/entity/Q1905814,http://www.wikidata.org/entity/Q8341,Marty Marsala,Jazz,67,100802,What genre is Marty Marsala?,"[""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]","['What category does Marty Marsala belong to?', 'What kind of classification does Marty Marsala fall under?', 'What type does Marty Marsala fall under?', 'What group does Marty Marsala fall under?', 'What kind does Marty Marsala fall under?', 'What class does Marty Marsala fall under?', 'What style can Marty Marsala be categorized into?', 'Which division does Marty Marsala come under?', 'In what bracket does Marty Marsala reside?', 'What domain does  Marty Marsala fit within?']",100869,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.33333333333333337, 0.33333333333333337, 0, 0.2857142857142857, 0.33333333333333337, 0.25, 0.2857142857142857, 0.25, 0.2857142857142857, 0.25]","[0.5023076792390453, 0.4707568515346757, 0.3111048770956862, 0.4443463713075111, 0.5568230958473734, 0.6828364654420742, 0.385310087659215, 0.19860276185552628, 0.4549170205018165, 0.14860553881784516]","[0.059373353, 0.03664903, 0.11862231, 0.03617138, 0.004976013, 0.016292853, 0.069313586, 0.27197617, 0.087741956, 0.5137204]"
1901,Ruth Berman Harris,genre,jazz,2518883,91,2837065,[],"[""jazz music"",""jass"",""jas"",""jaz"",""Jazz""]",http://www.wikidata.org/entity/Q7382895,http://www.wikidata.org/entity/Q8341,Ruth Berman Harris (harpist),Jazz,50,100802,What genre is Ruth Berman Harris?,"[""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]","['What category does Ruth Berman Harris belong to?', 'What kind of classification does Ruth Berman Harris fall under?', 'What type does Ruth Berman Harris fall under?', 'What group does Ruth Berman Harris fall under?', 'What kind does Ruth Berman Harris fall under?', 'What class does Ruth Berman Harris fall under?', 'What style can Ruth Berman Harris be categorized into?', 'Which division does Ruth Berman Harris come under?', 'In what bracket does Ruth Berman Harris reside?', 'What domain does  Ruth Berman Harris fit within?']",100852,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0.25, 0, 0, 0, 0, 0, 0]","[0.4416657156581573, 0.5556384970390924, 0.2867716098765739, 0.29053715006938113, 0.4794479839305259, 0.7328282019955215, 0.517733251187735, 0.5087755064913224, 0.6491599358588327, 0.5001477186311118]","[0.04508509, 0.045569364, 0.3967738, 0.16384344, 0.010635487, 0.003094405, 0.0016181316, 0.010692755, 0.03442285, 0.02809681]"
2371,The Keeper,genre,action film,330747,91,645780,"[""Keeper""]","[""action movie"",""film action"",""movie action"",""action""]",http://www.wikidata.org/entity/Q1568384,http://www.wikidata.org/entity/Q188473,The Keeper (2009 film),Action film,996,99831,What genre is The Keeper?,"[""action film"", ""action movie"", ""film action"", ""movie action"", ""action""]","['What category does The Keeper belong to?', 'What kind of classification does The Keeper fall under?', 'What type does The Keeper fall under?', 'What group does The Keeper fall under?', 'What kind does The Keeper fall under?', 'What class does The Keeper fall under?', 'What style can The Keeper be categorized into?', 'Which division does The Keeper come under?', 'In what bracket does The Keeper reside?', 'What domain does  The Keeper fit within?']",100827,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0]","[0.4885291698829942, 0.5988614699780845, 0.5148688182411332, 0.39901090916215776, 0.19646586562524784, 0.3642504425223535, 0.15961184520259186, 0.4576495108677031, 0.150911454986152, 0.6110599424495836]","[0.08207273, 0.0074807303, 0.05857868, 0.087036416, 0.13780904, 0.10625699, 0.3517342, 0.17214203, 0.2523927, 0.0058147665]"
2092,Dhruva,genre,action film,416680,91,645780,[],"[""action movie"",""film action"",""movie action"",""action""]",http://www.wikidata.org/entity/Q16248031,http://www.wikidata.org/entity/Q188473,Dhruva (2002 film),Action film,690,99831,What genre is Dhruva?,"[""action film"", ""action movie"", ""film action"", ""movie action"", ""action""]","['What category does Dhruva belong to?', 'What kind of classification does Dhruva fall under?', 'What type does Dhruva fall under?', 'What group does Dhruva fall under?', 'What kind does Dhruva fall under?', 'What class does Dhruva fall under?', 'What style can Dhruva be categorized into?', 'Which division does Dhruva come under?', 'In what bracket does Dhruva reside?', 'What domain does  Dhruva fit within?']",100521,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0]","[0.04834603541253986, 0.2381876464130223, 0.5053848985352044, 0.4076279592764018, 0.09073577303720426, 0.07232623216305288, 0.04532184547019358, 0.5335260777057583, 0.4085352463681656, 0.07785694335308295]","[0.8813432, 0.39168096, 0.0015866387, 0.02035992, 0.7859483, 0.81523246, 0.88927263, 0.111834005, 0.010755237, 0.7990243]"
2045,The Band,genre,country rock,2006080,91,2037320,"[""Levon and the Hawks"",""Canadian Squires""]","[""Country Rock""]",http://www.wikidata.org/entity/Q600344,http://www.wikidata.org/entity/Q613408,The Band,Country rock,85780,14736,What genre is The Band?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock"", ""folk rock"", ""Folk Rock"", ""roots rock"", ""Roots Rock"", ""blues rock"", ""Blues Rock"", ""alternative country"", ""alt-country"", ""insurgent country"", ""Americana"", ""Alt-Country"", ""country rock"", ""Country Rock"", ""country music"", ""country and western"", ""country & western"", ""country"", ""Nashville sound""]","['What category does The Band belong to?', 'What kind of classification does The Band fall under?', 'What type does The Band fall under?', 'What group does The Band fall under?', 'What kind does The Band fall under?', 'What class does The Band fall under?', 'What style can The Band be categorized into?', 'Which division does The Band come under?', 'In what bracket does The Band reside?', 'What domain does  The Band fit within?']",100516,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.6666666666666666, 0.4444444444444445, 0.25, 0.2857142857142857, 0.2857142857142857, 0.2222222222222222, 0.4444444444444445, 0.5, 0.5, 0.2857142857142857]","[0.09784859298157622, 0.4276502013794296, 0.21978772147240472, 0.3014783616091655, 0.5189182865390215, 0.2269533578584576, 0.23780863322857554, 0.07645447545092371, 0.7157191296198426, 0.4318612859680354]","[0.09625157, 0.06787503, 0.23270549, 0.03691005, 0.025810685, 0.22121687, 0.17058124, 0.80317384, 0.012230822, 0.012780403]"
2598,The Eye,genre,horror film,2243586,91,703275,"[""Eye""]","[""horror movie""]",http://www.wikidata.org/entity/Q675618,http://www.wikidata.org/entity/Q200092,The Eye (2002 film),Horror film,9461,90942,What genre is The Eye?,"[""horror film"", ""horror movie""]","['What category does The Eye belong to?', 'What kind of classification does The Eye fall under?', 'What type does The Eye fall under?', 'What group does The Eye fall under?', 'What kind does The Eye fall under?', 'What class does The Eye fall under?', 'What style can The Eye be categorized into?', 'Which division does The Eye come under?', 'In what bracket does The Eye reside?', 'What domain does  The Eye fit within?']",100403,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5]","[0.3592277728882835, 0.5254702106316985, 0.44219164336141303, 0.45541279741247437, 0.5208293809792979, 0.22396046399154318, 0.21078996254740223, 0.5080948932465573, 0.4241864098950319, 0.15433021369559183]","[0.025236713, 0.06280727, 0.1200667, 0.08428125, 0.024203403, 0.18742658, 0.12475273, 0.011626422, 0.029299036, 0.27616942]"
1337,Warning,genre,action film,628073,91,645780,[],"[""action movie"",""film action"",""movie action"",""action""]",http://www.wikidata.org/entity/Q18603049,http://www.wikidata.org/entity/Q188473,Warning (2015 film),Action film,572,99831,What genre is Warning?,"[""action film"", ""action movie"", ""film action"", ""movie action"", ""action""]","['What category does Warning belong to?', 'What kind of classification does Warning fall under?', 'What type does Warning fall under?', 'What group does Warning fall under?', 'What kind does Warning fall under?', 'What class does Warning fall under?', 'What style can Warning be categorized into?', 'Which division does Warning come under?', 'In what bracket does Warning reside?', 'What domain does  Warning fit within?']",100403,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0.5]","[0.4219523956440351, 0.19819677862253243, 0.21192402881146113, 0.0, 0.494273798147927, 0.34525217750364123, 0.2672969148470776, 0.0, 0.4612124693677562, 0.14014123837218587]","[0.039632417, 0.45498994, 0.21015312, 1.0, 0.07442951, 0.07620471, 0.099192835, 1.0, 0.04591021, 0.564739]"
2386,Alien Terminator,genre,action film,2933928,91,645780,"[""Top Line""]","[""action movie"",""film action"",""movie action"",""action""]",http://www.wikidata.org/entity/Q981242,http://www.wikidata.org/entity/Q188473,Alien Terminator,Action film,533,99831,What genre is Alien Terminator?,"[""action film"", ""action movie"", ""film action"", ""movie action"", ""action""]","['What category does Alien Terminator belong to?', 'What kind of classification does Alien Terminator fall under?', 'What type does Alien Terminator fall under?', 'What group does Alien Terminator fall under?', 'What kind does Alien Terminator fall under?', 'What class does Alien Terminator fall under?', 'What style can Alien Terminator be categorized into?', 'Which division does Alien Terminator come under?', 'In what bracket does Alien Terminator reside?', 'What domain does  Alien Terminator fit within?']",100364,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1]",,"[0, 0.2857142857142857, 1.0, 0, 1.0, 0, 0.2857142857142857, 0.2857142857142857, 1.0, 1.0]","[0.26593186048379985, 0.2784137925964417, 0.11831423973354012, 0.2966050786575095, 0.10006981655886092, 0.25358173224561203, 0.34710889719271343, 0.5719713852086636, 0.1393450854645414, 0.04338919675437931]","[0.091305025, 0.13299483, 0.6630871, 0.077681206, 0.7290061, 0.11353688, 0.09379628, 0.09406636, 0.65159696, 0.8942983]"
