Unnamed: 0,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,paraphrases,pop,em_scores,start_scores,f1_scores,uncertainty_metric,prob
1963,Children Without,genre,documentary film,1613008,91,2898005,[],"[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q5098359,http://www.wikidata.org/entity/Q93204,Children Without,Documentary film,102,42565,What genre is Children Without?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]","['What category does Children Without belong to?', 'What kind of classification does Children Without fall under?', 'What type does Children Without fall under?', 'What group does Children Without fall under?', 'What kind does Children Without fall under?', 'What class does Children Without fall under?', 'What style can Children Without be categorized into?', 'Which division does Children Without come under?', 'In what bracket does Children Without reside?', 'What domain does  Children Without fit within?']",42667,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0.5, 0.5, 0.5, 0, 0, 0]","[0.4327270241310317, 0.8030237996164616, 0.46689198349517014, 0.2959573555879106, 0.15611389124937886, 0.15844841062871906, 0.203624894491081, 0.6051515086977993, 0.8081802253323433, 0.5822199757209987]","[0.14577174, 0.002607907, 0.090191856, 0.09027023, 0.29205668, 0.4161639, 0.35411656, 0.038760066, 0.0034369132, 0.011208978]"
1773,The Sea,genre,documentary film,673985,91,2898005,"[""Sea""]","[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q1948789,http://www.wikidata.org/entity/Q93204,The Sea (1933 film),Documentary film,100,42565,What genre is The Sea?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]","['What category does The Sea belong to?', 'What kind of classification does The Sea fall under?', 'What type does The Sea fall under?', 'What group does The Sea fall under?', 'What kind does The Sea fall under?', 'What class does The Sea fall under?', 'What style can The Sea be categorized into?', 'Which division does The Sea come under?', 'In what bracket does The Sea reside?', 'What domain does  The Sea fit within?']",42665,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0.33333333333333337, 0.33333333333333337, 0, 0, 0.4, 0, 0, 0.5, 0]","[0.6082174120691487, 0.48719654866909257, 0.4243785220584793, 0.5677169976281196, 0.42422875396873877, 0.5236941825653296, 0.5934244868981864, 0.14113870203645484, 0.15931800158026652, 0.5429115019390105]","[0.009826846, 0.103681155, 0.13380216, 0.02415502, 0.195937, 0.06286456, 0.09312328, 0.20519012, 0.395834, 0.05394847]"
2223,Point of View,genre,documentary film,2432307,91,2898005,[],"[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q7208262,http://www.wikidata.org/entity/Q93204,Point of View (film),Documentary film,100,42565,What genre is Point of View?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]","['What category does Point of View belong to?', 'What kind of classification does Point of View fall under?', 'What type does Point of View fall under?', 'What group does Point of View fall under?', 'What kind does Point of View fall under?', 'What class does Point of View fall under?', 'What style can Point of View be categorized into?', 'Which division does Point of View come under?', 'In what bracket does Point of View reside?', 'What domain does  Point of View fit within?']",42665,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0.5, 0, 0, 0, 0, 0, 0.6666666666666666, 0.5, 0]","[0.38647886876211635, 0.6641818369756837, 0.9686499436086499, 0.11979781663330008, 0.4279767799045362, 0.35899524483179557, 0.6861184071125126, 0.15844841062871906, 0.15976702827980527, 0.5166328181868951]","[0.14211358, 0.05523072, 0.0035765998, 0.65724504, 0.2120241, 0.31012958, 0.0012963917, 0.4161639, 0.3665897, 0.104186185]"
2538,Background,genre,documentary film,1476569,91,2898005,[],"[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q4839636,http://www.wikidata.org/entity/Q93204,Background (1973 film),Documentary film,93,42565,What genre is Background?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]","['What category does Background belong to?', 'What kind of classification does Background fall under?', 'What type does Background fall under?', 'What group does Background fall under?', 'What kind does Background fall under?', 'What class does Background fall under?', 'What style can Background be categorized into?', 'Which division does Background come under?', 'In what bracket does Background reside?', 'What domain does  Background fit within?']",42658,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.046313188674389195, 0.5485085393582201, 0.15865812369737192, 0.7163912731914982, 0.14014131603671937, 0.13781507504941767, 0.0, 0.6273226035113646, 0.10724315442968603]","[1.0, 0.8866822, 0.008474192, 0.32537737, 0.002704769, 0.5647386, 0.19274196, 1.0, 0.015294127, 0.113470994]"
1324,The New World,genre,documentary film,1733194,91,2898005,"[""New World""]","[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q5319149,http://www.wikidata.org/entity/Q93204,The New World (2011 film),Documentary film,89,42565,What genre is The New World?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]","['What category does The New World belong to?', 'What kind of classification does The New World fall under?', 'What type does The New World fall under?', 'What group does The New World fall under?', 'What kind does The New World fall under?', 'What class does The New World fall under?', 'What style can The New World be categorized into?', 'Which division does The New World come under?', 'In what bracket does The New World reside?', 'What domain does  The New World fit within?']",42654,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.12374447144936414, 0.11385105902211448, 0.39740950506183714, 0.40020412680928097, 0.5770631683851692, 0.4757488684204805, 0.5603834592721617, 0.6451084133376, 0.4243399509146961, 0.4111811054960686]","[0.15040655, 0.12707391, 0.0017190811, 0.00276789, 0.06062169, 0.112658896, 0.11707446, 0.017022166, 0.042307626, 0.19160643]"
2038,The Promoter,genre,documentary film,508158,91,2898005,"[""Promoter""]","[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q17018383,http://www.wikidata.org/entity/Q93204,The Promoter (2013 film),Documentary film,78,42565,What genre is The Promoter?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]","['What category does The Promoter belong to?', 'What kind of classification does The Promoter fall under?', 'What type does The Promoter fall under?', 'What group does The Promoter fall under?', 'What kind does The Promoter fall under?', 'What class does The Promoter fall under?', 'What style can The Promoter be categorized into?', 'Which division does The Promoter come under?', 'In what bracket does The Promoter reside?', 'What domain does  The Promoter fit within?']",42643,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.17723415484923563, 0.4414333200528136, 0.4812757637627464, 0.5744773333280838, 0.38408080673397826, 0.581186870978114, 0.5499646463104517, 0.20216198202469945, 0.45185829859287296, 0.6183457997039689]","[0.15410048, 0.17364447, 0.010688584, 0.04464231, 0.05312343, 0.0183902, 0.018438982, 0.48372167, 0.053490434, 0.011231218]"
1939,Reminiscences,genre,documentary film,2477158,91,2898005,[],"[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q7311904,http://www.wikidata.org/entity/Q93204,Reminiscences (2010 film),Documentary film,64,42565,What genre is Reminiscences?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]","['What category does Reminiscences belong to?', 'What kind of classification does Reminiscences fall under?', 'What type does Reminiscences fall under?', 'What group does Reminiscences fall under?', 'What kind does Reminiscences fall under?', 'What class does Reminiscences fall under?', 'What style can Reminiscences be categorized into?', 'Which division does Reminiscences come under?', 'In what bracket does Reminiscences reside?', 'What domain does  Reminiscences fit within?']",42629,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0]","[0.3677514785707048, 0.4813153381524946, 0.3573788681183486, 0.07232623216305288, 0.2822776958872959, 0.4128203098904963, 0.6235235641699627, 0.545339487015805, 0.42995086160579915, 0.14113870203645484]","[0.061807677, 0.014606971, 0.24095818, 0.81523246, 0.22502188, 0.09922893, 0.013077307, 0.13290694, 0.046034597, 0.20519012]"
2173,A Winter of Cyclists,genre,documentary film,522562,91,2898005,"[""Winter of Cyclists""]","[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q17090069,http://www.wikidata.org/entity/Q93204,A Winter of Cyclists,Documentary film,63,42565,What genre is A Winter of Cyclists?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]","['What category does A Winter of Cyclists belong to?', 'What kind of classification does A Winter of Cyclists fall under?', 'What type does A Winter of Cyclists fall under?', 'What group does A Winter of Cyclists fall under?', 'What kind does A Winter of Cyclists fall under?', 'What class does A Winter of Cyclists fall under?', 'What style can A Winter of Cyclists be categorized into?', 'Which division does A Winter of Cyclists come under?', 'In what bracket does A Winter of Cyclists reside?', 'What domain does  A Winter of Cyclists fit within?']",42628,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 0]","[0.27589854229428035, 0.27560101944406584, 0.4695480715679521, 0.3764762712213544, 0.38486503955064855, 0.5495484481224956, 0.40709714611169356, 0.44424241695415595, 0.14014131603671937, 0.5898712261699103]","[0.04557409, 0.17988451, 0.16793427, 0.18858092, 0.24226573, 0.007824505, 0.1568924, 0.088220716, 0.5647386, 0.0069109113]"
2020,Thin Ice,genre,documentary film,284636,91,2898005,[],"[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q15052355,http://www.wikidata.org/entity/Q93204,Thin Ice (2013 film),Documentary film,52,42565,What genre is Thin Ice?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]","['What category does Thin Ice belong to?', 'What kind of classification does Thin Ice fall under?', 'What type does Thin Ice fall under?', 'What group does Thin Ice fall under?', 'What kind does Thin Ice fall under?', 'What class does Thin Ice fall under?', 'What style can Thin Ice be categorized into?', 'Which division does Thin Ice come under?', 'In what bracket does Thin Ice reside?', 'What domain does  Thin Ice fit within?']",42617,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0.5]","[0.3467608438421161, 0.5308586539262926, 0.46341424181626023, 0.3189828588508744, 0.5509975945478827, 0.13064733764299108, 0.43609479892887715, 0.4129712916413628, 0.5748159018391545, 0.15872071817109443]","[0.09462402, 0.090841696, 0.0404871, 0.057164356, 0.053504538, 0.16947505, 0.0787359, 0.05667057, 0.03549974, 0.3265691]"
1166,The Lesson,genre,science fiction film,403412,91,1406377,"[""Lesson""]","[""sci-fi film"",""science fiction movie"",""sci-fi movie"",""scifi film"",""scifi movie"",""sci fi film"",""sci fi movie"",""scifi-film"",""scifi""]",http://www.wikidata.org/entity/Q16220845,http://www.wikidata.org/entity/Q471839,The Lesson (1987 film),Science fiction film,500,41996,What genre is The Lesson?,"[""science fiction film"", ""sci-fi film"", ""science fiction movie"", ""sci-fi movie"", ""scifi film"", ""scifi movie"", ""sci fi film"", ""sci fi movie"", ""scifi-film"", ""scifi""]","['What category does The Lesson belong to?', 'What kind of classification does The Lesson fall under?', 'What type does The Lesson fall under?', 'What group does The Lesson fall under?', 'What kind does The Lesson fall under?', 'What class does The Lesson fall under?', 'What style can The Lesson be categorized into?', 'Which division does The Lesson come under?', 'In what bracket does The Lesson reside?', 'What domain does  The Lesson fit within?']",42496,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0, 0, 0.5, 0]","[0.05485037213279186, 0.05261477257627948, 0.0, 0.09701985003986746, 0.045321799773763737, 0.03631270168368216, 0.560363343565449, 0.6276121379782913, 0.0, 0.5450890757748639]","[0.86400473, 0.8700093, 1.0, 0.7391713, 0.88927275, 0.9124361, 0.050901346, 0.0025914782, 1.0, 0.051520202]"
