Unnamed: 0,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,paraphrases,pop,em_scores,start_scores,f1_scores,uncertainty_metric,prob
1119,Ilona,genre,rock music,255514,91,82098,"[""Nombre real : Liliana Castilla Cuellar"",""ilo""]","[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q14702168,http://www.wikidata.org/entity/Q11399,Ilona (singer),Rock music,431,140450,What genre is Ilona?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Ilona belong to?', 'What kind of classification does Ilona fall under?', 'What type does Ilona fall under?', 'What group does Ilona fall under?', 'What kind does Ilona fall under?', 'What class does Ilona fall under?', 'What style can Ilona be categorized into?', 'Which division does Ilona come under?', 'In what bracket does Ilona reside?', 'What domain does  Ilona fit within?']",140881,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.517939998425838, 0.27469538978672525, 0.29956131483364523, 0.30086335508415596, 0.7103921514480697, 0.12047083676167901, 0.36846980675623625, 0.48727582778274336, 0.4436122220284429, 0.3750677368719478]","[0.07133795, 0.31971788, 0.21376503, 0.05189512, 0.00513724, 0.14223188, 0.21629797, 0.060169898, 0.117038675, 0.07888228]"
1256,ARB,genre,rock music,1368075,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q4653582,http://www.wikidata.org/entity/Q11399,ARB (band),Rock music,393,140450,What genre is ARB?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does ARB belong to?', 'What kind of classification does ARB fall under?', 'What type does ARB fall under?', 'What group does ARB fall under?', 'What kind does ARB fall under?', 'What class does ARB fall under?', 'What style can ARB be categorized into?', 'Which division does ARB come under?', 'In what bracket does ARB reside?', 'What domain does  ARB fit within?']",140843,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0.33333333333333337, 0, 0, 0.4, 0, 0, 0]","[0.11915658732184904, 0.6506056613659351, 0.45467977547258576, 0.5460974007173688, 0.5105894646020385, 0.3143732568499884, 0.09550049897659305, 0.3866960203268598, 0.27168464143106186, 0.46676784346562505]","[0.13908435, 0.0040862258, 0.20215037, 0.0753224, 0.055126615, 0.043244537, 0.74416095, 0.19931749, 0.13282913, 0.0019710958]"
1548,Eve,genre,rock music,1782376,91,82098,"[""\uc774\ube0c""]","[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q5416138,http://www.wikidata.org/entity/Q11399,Eve (South Korean band),Rock music,382,140450,What genre is Eve?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Eve belong to?', 'What kind of classification does Eve fall under?', 'What type does Eve fall under?', 'What group does Eve fall under?', 'What kind does Eve fall under?', 'What class does Eve fall under?', 'What style can Eve be categorized into?', 'Which division does Eve come under?', 'In what bracket does Eve reside?', 'What domain does  Eve fit within?']",140832,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.3315761531227574, 0.3311579040043246, 0.3905749115744871, 0.2345029226787394, 0.6964236229043798, 0.38509529781268176, 0.09522040001977183, 0.11915648660725789, 0.1198144215701569, 0.13666829803672495]","[0.1418388, 0.32114428, 0.09626238, 0.5137487, 0.024717312, 0.0147627145, 0.091815524, 0.13908412, 0.14065066, 0.18872227]"
1906,Time,genre,rock music,2053587,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q617572,http://www.wikidata.org/entity/Q11399,Time (Yugoslav band),Rock music,349,140450,What genre is Time?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Time belong to?', 'What kind of classification does Time fall under?', 'What type does Time fall under?', 'What group does Time fall under?', 'What kind does Time fall under?', 'What class does Time fall under?', 'What style can Time be categorized into?', 'Which division does Time come under?', 'In what bracket does Time reside?', 'What domain does  Time fit within?']",140799,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0]","[0.416049241372057, 0.6844205132738107, 0.35367714636195713, 0.1597321325425269, 0.27895326915572194, 0.445638199838064, 0.506129261769257, 0.47787032543090496, 0.4862800671451677, 0.4131785894642826]","[0.011037777, 0.007120916, 0.015377718, 0.37570333, 0.3762853, 0.002980403, 0.02496032, 0.014128699, 0.058518805, 0.13623375]"
2591,The Checks,genre,rock music,2652971,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q7722277,http://www.wikidata.org/entity/Q11399,The Checks (band),Rock music,328,140450,What genre is The Checks?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does The Checks belong to?', 'What kind of classification does The Checks fall under?', 'What type does The Checks fall under?', 'What group does The Checks fall under?', 'What kind does The Checks fall under?', 'What class does The Checks fall under?', 'What style can The Checks be categorized into?', 'Which division does The Checks come under?', 'In what bracket does The Checks reside?', 'What domain does  The Checks fit within?']",140778,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.2857142857142857, 0.6666666666666666, 0.25, 0.2857142857142857, 0.33333333333333337, 0.2857142857142857, 0.2222222222222222, 0.2222222222222222, 0, 0.2857142857142857]","[0.3558406566282871, 0.11251622230209084, 0.4682400802213478, 0.40662998417089746, 0.7851083060096931, 0.6646250971587555, 0.44335388196784675, 0.7811309058660927, 0.8712799542232293, 0.35216141427604397]","[0.27900866, 0.12421299, 0.08152227, 0.069691844, 0.011105591, 0.00029192006, 0.019841472, 0.0020118067, 0.0026296822, 0.16407093]"
1262,Dogs,genre,rock music,1772477,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q539327,http://www.wikidata.org/entity/Q11399,Dogs (French band),Rock music,270,140450,What genre is Dogs?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Dogs belong to?', 'What kind of classification does Dogs fall under?', 'What type does Dogs fall under?', 'What group does Dogs fall under?', 'What kind does Dogs fall under?', 'What class does Dogs fall under?', 'What style can Dogs be categorized into?', 'Which division does Dogs come under?', 'In what bracket does Dogs reside?', 'What domain does  Dogs fit within?']",140720,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.48477653666825965, 0.282963615354471, 0.25281320235789984, 0.2769103501573425, 0.1536645623391752, 0.46285244601000597, 0.586663425318934, 0.15894241830307707, 0.5320384343268694, 0.4956091962104679]","[0.090588264, 0.043563385, 0.025955724, 0.4455181, 0.27099428, 0.12244233, 0.00044685052, 0.33111975, 0.014717563, 0.075457945]"
2507,Golden,genre,rock music,460383,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q16839540,http://www.wikidata.org/entity/Q11399,Golden (band),Rock music,242,140450,What genre is Golden?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Golden belong to?', 'What kind of classification does Golden fall under?', 'What type does Golden fall under?', 'What group does Golden fall under?', 'What kind does Golden fall under?', 'What class does Golden fall under?', 'What style can Golden be categorized into?', 'Which division does Golden come under?', 'In what bracket does Golden reside?', 'What domain does  Golden fit within?']",140692,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.6188593559070985, 0.6204351319177818, 0.6699032418533005, 0.9746255656409186, 0.4982550548291454, 0.8551132285925874, 0.514145022720108, 0.2799068144512541, 0.6132161546165633, 0.6308728474358037]","[0.0032595354, 0.019408915, 0.035669666, 0.00020932022, 0.06305563, 0.000816261, 0.024604684, 0.04254499, 0.030133119, 0.049071908]"
1450,Jun,genre,rock music,2101569,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q6311426,http://www.wikidata.org/entity/Q11399,Jun (musician),Rock music,239,140450,What genre is Jun?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does Jun belong to?', 'What kind of classification does Jun fall under?', 'What type does Jun fall under?', 'What group does Jun fall under?', 'What kind does Jun fall under?', 'What class does Jun fall under?', 'What style can Jun be categorized into?', 'Which division does Jun come under?', 'In what bracket does Jun reside?', 'What domain does  Jun fit within?']",140689,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.15612660173688003, 0.26882923756553073, 0.5131236615202063, 0.40565427440035967, 0.8900611805183435, 0.4891471373024844, 0.4883325093283371, 0.503414648727879, 0.7992264427207499, 0.524094158036803]","[0.107274264, 0.33154356, 0.01712584, 0.01895479, 0.002325758, 0.012213407, 0.011499899, 0.09166747, 0.0027687468, 0.11436335]"
2114,The LeeVees,genre,rock music,1151411,91,82098,[],"[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q3521553,http://www.wikidata.org/entity/Q11399,The LeeVees,Rock music,234,140450,What genre is The LeeVees?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","['What category does The LeeVees belong to?', 'What kind of classification does The LeeVees fall under?', 'What type does The LeeVees fall under?', 'What group does The LeeVees fall under?', 'What kind does The LeeVees fall under?', 'What class does The LeeVees fall under?', 'What style can The LeeVees be categorized into?', 'Which division does The LeeVees come under?', 'In what bracket does The LeeVees reside?', 'What domain does  The LeeVees fit within?']",140684,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5, 0.5, 0.5, 0.2857142857142857, 0.5, 0.5, 0, 0.5, 0.33333333333333337, 0.5]","[0.0, 0.0, 0.047321263246973604, 0.4570453301093436, 0.0, 0.0, 0.4989903447892712, 0.0, 0.6443172445497076, 0.0]","[1.0, 1.0, 0.8840392, 0.013785806, 1.0, 1.0, 0.06723518, 1.0, 0.0024970951, 1.0]"
1497,Moist,genre,alternative rock,1091001,91,79782,[],"[""alternative music"",""alt-rock"",""alternative"",""alt rock"",""pop\/rock"",""Alternative Rock""]",http://www.wikidata.org/entity/Q3319287,http://www.wikidata.org/entity/Q11366,Moist (band),Alternative rock,1834,138822,What genre is Moist?,"[""alternative rock"", ""alternative music"", ""alt-rock"", ""alternative"", ""alt rock"", ""pop/rock"", ""Alternative Rock""]","['What category does Moist belong to?', 'What kind of classification does Moist fall under?', 'What type does Moist fall under?', 'What group does Moist fall under?', 'What kind does Moist fall under?', 'What class does Moist fall under?', 'What style can Moist be categorized into?', 'Which division does Moist come under?', 'In what bracket does Moist reside?', 'What domain does  Moist fit within?']",140656,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5, 0.25, 0, 0.5, 0.2, 0.22222222222222224, 0.5, 0.25, 0, 0]","[0.31913559492970706, 0.6178360782239881, 0.45815174319761387, 0.5191950344511137, 0.669869968973712, 0.4526778973198191, 0.3453444726815712, 0.8098958204979229, 0.0, 0.7634884096203446]","[0.2475137, 0.005290799, 0.018932693, 0.0010679531, 0.021646563, 0.19703813, 0.095154226, 0.018240727, 1.0, 0.0064041633]"
