Unnamed: 0,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,paraphrases,pop,em_scores,start_scores,f1_scores,uncertainty_metric,prob
2734,The Buckaroos,genre,country music,1256242,91,2837284,"[""Buck Owens' Buckaroos"",""Buckaroos""]","[""country and western"",""country & western"",""country"",""Nashville sound""]",http://www.wikidata.org/entity/Q3986134,http://www.wikidata.org/entity/Q83440,The Buckaroos,Country music,1960,91093,What genre is The Buckaroos?,"[""country music"", ""country and western"", ""country & western"", ""country"", ""Nashville sound""]","['What category does The Buckaroos belong to?', 'What kind of classification does The Buckaroos fall under?', 'What type does The Buckaroos fall under?', 'What group does The Buckaroos fall under?', 'What kind does The Buckaroos fall under?', 'What class does The Buckaroos fall under?', 'What style can The Buckaroos be categorized into?', 'Which division does The Buckaroos come under?', 'In what bracket does The Buckaroos reside?', 'What domain does  The Buckaroos fit within?']",93053,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",,"[0.22222222222222224, 0.22222222222222224, 1.0, 0.25, 0.25, 0.1818181818181818, 0.22222222222222224, 0.2, 0.28571428571428575, 0.22222222222222224]","[0.8110062797993695, 0.3599852929769518, 0.08948046461418789, 0.4332949211871441, 0.7536763301625804, 0.8858578780261215, 0.42065655830948584, 0.5965489738879062, 0.814001056036226, 0.8486078129395862]","[0.026630448, 0.1959453, 0.7634837, 0.18162291, 0.011604192, 9.107994e-05, 0.00032769228, 0.021922607, 0.00973936, 0.013489665]"
2391,Great Expectations,genre,fiction,760169,91,2832318,[],"[""fictional""]",http://www.wikidata.org/entity/Q219552,http://www.wikidata.org/entity/Q8253,Great Expectations,Fiction,54249,38796,What genre is Great Expectations?,"[""fiction"", ""fictional""]","['What category does Great Expectations belong to?', 'What kind of classification does Great Expectations fall under?', 'What type does Great Expectations fall under?', 'What group does Great Expectations fall under?', 'What kind does Great Expectations fall under?', 'What class does Great Expectations fall under?', 'What style can Great Expectations be categorized into?', 'Which division does Great Expectations come under?', 'In what bracket does Great Expectations reside?', 'What domain does  Great Expectations fit within?']",93045,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0.2857142857142857, 0, 0, 0, 0, 0]","[0.5069086874731474, 0.49359593686567255, 0.6975343493538577, 0.9201373384678466, 0.38361362589790154, 0.3057421883871055, 0.4730095368735773, 0.5333511941381578, 0.6356288939708923, 0.3966823022291625]","[0.083432116, 0.08306909, 0.000964525, 0.0010974071, 0.018519698, 0.33332998, 0.0019345925, 0.045552645, 0.060632907, 0.15715452]"
1867,Epidemic,genre,horror film,557201,91,703275,[],"[""horror movie""]",http://www.wikidata.org/entity/Q1754559,http://www.wikidata.org/entity/Q200092,Epidemic (film),Horror film,2036,90942,What genre is Epidemic?,"[""horror film"", ""horror movie""]","['What category does Epidemic belong to?', 'What kind of classification does Epidemic fall under?', 'What type does Epidemic fall under?', 'What group does Epidemic fall under?', 'What kind does Epidemic fall under?', 'What class does Epidemic fall under?', 'What style can Epidemic be categorized into?', 'Which division does Epidemic come under?', 'In what bracket does Epidemic reside?', 'What domain does  Epidemic fit within?']",92978,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0.25, 0, 0.5]","[0.34561734411239237, 0.5327872798474953, 0.4930693538942943, 0.11695599702045859, 0.5824461466731434, 0.31910932476711595, 0.06573096913092168, 0.5114686795536159, 0.6866379489336188, 0.14156180161014567]","[0.2804992, 0.083309695, 0.09411645, 0.13397273, 0.0058513395, 0.31369725, 0.83404654, 0.009671852, 0.029419871, 0.20687059]"
2182,Fugees,genre,reggae,345422,91,2932736,"[""The Fugees"",""Tranzlator Crew"",""Refugee Camp"",""The Rap Translatorz""]","[""reggae music""]",http://www.wikidata.org/entity/Q159329,http://www.wikidata.org/entity/Q9794,Fugees,Reggae,45407,47326,What genre is Fugees?,"[""hip hop music"", ""hip-hop music"", ""soul music"", ""soul"", ""Soul"", ""rhythm and blues"", ""R&B"", ""RnB"", ""RNB"", ""R and B"", ""R & B"", ""rap"", ""emceeing"", ""MCing"", ""spitting"", ""rhyming"", ""rap music"", ""rapping"", ""reggae"", ""reggae music""]","['What category does Fugees belong to?', 'What kind of classification does Fugees fall under?', 'What type does Fugees fall under?', 'What group does Fugees fall under?', 'What kind does Fugees fall under?', 'What class does Fugees fall under?', 'What style can Fugees be categorized into?', 'Which division does Fugees come under?', 'In what bracket does Fugees reside?', 'What domain does  Fugees fit within?']",92733,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.4, 0.36363636363636365, 0.4, 0.4, 0.5714285714285715, 0.36363636363636365, 0.36363636363636365, 0.36363636363636365, 0.33333333333333337, 0.3333333333333333]","[0.6494925677444241, 0.6051352653123867, 0.27771702099212464, 0.2755475517442908, 0.5097960513398121, 0.6072065432452896, 0.43733182212732885, 0.7593371316838251, 0.7473102697563635, 0.5955749896362192]","[0.061316643, 0.047190927, 0.32425424, 0.38812315, 0.0065463586, 0.04566443, 0.06604489, 0.014565587, 0.00838917, 0.033548824]"
1289,The Attic,genre,horror film,2649336,91,703275,"[""Attic""]","[""horror movie""]",http://www.wikidata.org/entity/Q7714856,http://www.wikidata.org/entity/Q200092,The Attic (2007 film),Horror film,1714,90942,What genre is The Attic?,"[""horror film"", ""horror movie""]","['What category does The Attic belong to?', 'What kind of classification does The Attic fall under?', 'What type does The Attic fall under?', 'What group does The Attic fall under?', 'What kind does The Attic fall under?', 'What class does The Attic fall under?', 'What style can The Attic be categorized into?', 'Which division does The Attic come under?', 'In what bracket does The Attic reside?', 'What domain does  The Attic fit within?']",92656,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0.28571428571428575, 0.28571428571428575, 0, 0]","[0.5976122627775611, 0.553839177249332, 0.5448001768459914, 0.49020859655066257, 0.1562185377901241, 0.5126949052673674, 0.48496267614484095, 0.5023807781385613, 0.6704357981609248, 0.5942824684337985]","[0.04816378, 0.013197123, 0.049973674, 0.047686607, 0.44810408, 0.076368205, 0.09800529, 0.0024555228, 0.059102297, 0.025924403]"
1310,The Nest,genre,horror film,2667089,91,703275,"[""Nest""]","[""horror movie""]",http://www.wikidata.org/entity/Q7753427,http://www.wikidata.org/entity/Q200092,The Nest (1988 film),Horror film,1668,90942,What genre is The Nest?,"[""horror film"", ""horror movie""]","['What category does The Nest belong to?', 'What kind of classification does The Nest fall under?', 'What type does The Nest fall under?', 'What group does The Nest fall under?', 'What kind does The Nest fall under?', 'What class does The Nest fall under?', 'What style can The Nest be categorized into?', 'Which division does The Nest come under?', 'In what bracket does The Nest reside?', 'What domain does  The Nest fit within?']",92610,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.15437774920826386, 0.7317902732243883, 0.4474751445724691, 0.5150507451833055, 0.5355151846168107, 0.46324497382723967, 0.5725640932989041, 0.5961330696076289, 0.5222180159205554, 0.4958313515402827]","[0.4674937, 0.0016995606, 0.13043684, 0.0031384816, 0.02843747, 0.06371128, 0.09768737, 0.020238517, 0.0043710787, 0.053383477]"
1750,Blessed,genre,horror film,2866337,91,703275,[],"[""horror movie""]",http://www.wikidata.org/entity/Q883897,http://www.wikidata.org/entity/Q200092,Blessed (2004 film),Horror film,1589,90942,What genre is Blessed?,"[""horror film"", ""horror movie""]","['What category does Blessed belong to?', 'What kind of classification does Blessed fall under?', 'What type does Blessed fall under?', 'What group does Blessed fall under?', 'What kind does Blessed fall under?', 'What class does Blessed fall under?', 'What style can Blessed be categorized into?', 'Which division does Blessed come under?', 'In what bracket does Blessed reside?', 'What domain does  Blessed fit within?']",92531,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.3076064193141268, 0.44968928650031925, 0.6503330721508526, 0.5871316855074998, 0.2566664205894472, 0.32647501694690817, 0.5766276146312151, 0.4570175785668425, 0.4210443681810645, 0.32553807446852473]","[0.28657857, 0.070544526, 0.0017977395, 0.007207608, 0.05328494, 0.0022782173, 0.081157774, 0.028678272, 0.023879826, 0.35767028]"
2211,Dune 2000,genre,real-time strategy,89952,91,730885,[],"[""RTS"",""real time strategy""]",http://www.wikidata.org/entity/Q1153468,http://www.wikidata.org/entity/Q208189,Dune 2000,Real-time strategy,46500,45710,What genre is Dune 2000?,"[""real-time strategy"", ""RTS"", ""real time strategy""]","['What category does Dune 2000 belong to?', 'What kind of classification does Dune 2000 fall under?', 'What type does Dune 2000 fall under?', 'What group does Dune 2000 fall under?', 'What kind does Dune 2000 fall under?', 'What class does Dune 2000 fall under?', 'What style can Dune 2000 be categorized into?', 'Which division does Dune 2000 come under?', 'In what bracket does Dune 2000 reside?', 'What domain does  Dune 2000 fit within?']",92210,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0.25, 0, 0, 0, 0.25, 0, 0, 0, 0.22222222222222224]","[0.5987984220048284, 0.38787389377853676, 0.11651192831654639, 0.5678545693826386, 0.43522753262392916, 0.306871130365712, 0.4711543224845731, 0.3597776271153378, 0.572971917660867, 0.35332186785676134]","[0.053400192, 0.18611558, 0.13296424, 0.05261113, 0.006236083, 0.2250711, 0.042326402, 0.29772064, 0.019659048, 0.108917244]"
1779,Help,genre,horror film,1919000,91,703275,[],"[""horror movie""]",http://www.wikidata.org/entity/Q5710030,http://www.wikidata.org/entity/Q200092,Help (2010 film),Horror film,1204,90942,What genre is Help?,"[""horror film"", ""horror movie""]","['What category does Help belong to?', 'What kind of classification does Help fall under?', 'What type does Help fall under?', 'What group does Help fall under?', 'What kind does Help fall under?', 'What class does Help fall under?', 'What style can Help be categorized into?', 'Which division does Help come under?', 'In what bracket does Help reside?', 'What domain does  Help fit within?']",92146,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.4651884675052988, 0.5222662243444212, 0.35381384866187693, 0.6260544266279852, 0.6503629929557941, 0.23200407560228853, 0.6402163869644936, 0.5839275486862051, 0.36965685868846215, 0.6559714177184327]","[0.047017116, 0.054225955, 0.06335779, 0.006208904, 0.016040325, 0.08694807, 0.020897867, 0.036318075, 0.17485756, 0.046094414]"
1287,The Task,genre,horror film,1152019,91,703275,"[""Task""]","[""horror movie""]",http://www.wikidata.org/entity/Q3522956,http://www.wikidata.org/entity/Q200092,The Task (film),Horror film,1200,90942,What genre is The Task?,"[""horror film"", ""horror movie""]","['What category does The Task belong to?', 'What kind of classification does The Task fall under?', 'What type does The Task fall under?', 'What group does The Task fall under?', 'What kind does The Task fall under?', 'What class does The Task fall under?', 'What style can The Task be categorized into?', 'Which division does The Task come under?', 'In what bracket does The Task reside?', 'What domain does  The Task fit within?']",92142,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0.5, 0.5, 0, 0, 0]","[0.5017504541256637, 0.1580879332523753, 0.4053610334461101, 0.23274933694489236, 0.15876564893858638, 0.03391962823444539, 0.14009708107524282, 0.8352375079536726, 0.15964975483211263, 0.7732525342589309]","[0.03688856, 0.42250466, 0.035170738, 0.34620968, 0.40985042, 0.9184803, 0.5649761, 0.0019684173, 0.3538162, 0.008358687]"
