Unnamed: 0,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,paraphrases,pop,em_scores,start_scores,f1_scores,uncertainty_metric,prob
1323,Spy,genre,comedy film,428092,91,336148,[],"[""comedy movie""]",http://www.wikidata.org/entity/Q16389838,http://www.wikidata.org/entity/Q157443,Spy (2015 film),Comedy film,32512,36816,What genre is Spy?,"[""comedy film"", ""comedy movie""]","['What category does Spy belong to?', 'What kind of classification does Spy fall under?', 'What type does Spy fall under?', 'What group does Spy fall under?', 'What kind does Spy fall under?', 'What class does Spy fall under?', 'What style can Spy be categorized into?', 'Which division does Spy come under?', 'In what bracket does Spy reside?', 'What domain does  Spy fit within?']",69328,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5, 0.22222222222222224, 0.25, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.5, 0.5, 0.22222222222222224, 0]","[0.11834473758735255, 0.44266660414094455, 0.5873120262461334, 0.6688094293181304, 0.44216054192489906, 0.2910244571441043, 0.25280280726685533, 0.13666838442830168, 0.49896471614510907, 0.5172254509879463]","[0.137176, 0.19058609, 0.013214189, 0.018509552, 0.25975, 0.41069, 0.38941774, 0.18872257, 0.13417079, 0.00433033]"
1191,Seam,genre,indie rock,2548250,91,611592,[],"[""Independent rock"",""Indie Rock""]",http://www.wikidata.org/entity/Q7440677,http://www.wikidata.org/entity/Q183504,Seam (band),Indie rock,1139,68145,What genre is Seam?,"[""indie rock"", ""Independent rock"", ""Indie Rock""]","['What category does Seam belong to?', 'What kind of classification does Seam fall under?', 'What type does Seam fall under?', 'What group does Seam fall under?', 'What kind does Seam fall under?', 'What class does Seam fall under?', 'What style can Seam be categorized into?', 'Which division does Seam come under?', 'In what bracket does Seam reside?', 'What domain does  Seam fit within?']",69284,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0]","[0.3897167706902099, 0.658294582838753, 0.20368819506004598, 0.35236106105111664, 0.35573890067700215, 0.3704340376282962, 0.1562184994910403, 0.7283475873163043, 0.14833936072087942, 0.787997704097497]","[0.21051995, 0.0044828365, 0.15671706, 0.26850587, 0.34365854, 0.055479072, 0.44810453, 0.022238884, 0.2378134, 0.017445408]"
1332,Shockproof,genre,film noir,745012,91,627363,[],[],http://www.wikidata.org/entity/Q2132727,http://www.wikidata.org/entity/Q185867,Shockproof,Film noir,806,68425,What genre is Shockproof?,"[""film noir""]","['What category does Shockproof belong to?', 'What kind of classification does Shockproof fall under?', 'What type does Shockproof fall under?', 'What group does Shockproof fall under?', 'What kind does Shockproof fall under?', 'What class does Shockproof fall under?', 'What style can Shockproof be categorized into?', 'Which division does Shockproof come under?', 'In what bracket does Shockproof reside?', 'What domain does  Shockproof fit within?']",69231,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5, 0.5, 0.5, 0, 0.5, 0.5, 0, 0, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.57781941673403, 0.0, 0.12127076121320059, 0.6273463918446981, 0.6455986423643327, 0.1421144361427711, 0.0]","[1.0, 1.0, 1.0, 0.07543438, 1.0, 0.6513549, 8.1375205e-05, 0.033382345, 0.553894, 1.0]"
2001,The Web,genre,film noir,927746,91,627363,"[""Web""]",[],http://www.wikidata.org/entity/Q2756294,http://www.wikidata.org/entity/Q185867,The Web (film),Film noir,722,68425,What genre is The Web?,"[""film noir""]","['What category does The Web belong to?', 'What kind of classification does The Web fall under?', 'What type does The Web fall under?', 'What group does The Web fall under?', 'What kind does The Web fall under?', 'What class does The Web fall under?', 'What style can The Web be categorized into?', 'Which division does The Web come under?', 'In what bracket does The Web reside?', 'What domain does  The Web fit within?']",69147,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.5935850983478415, 0.6268733667792338, 0.5668176176434112, 0.5087797738921431, 0.4134758543145258, 0.5593641526340422, 0.44580221459652547, 0.13666829803672495, 0.15110045933834076, 0.5246833758823584]","[0.0033428052, 0.08713795, 0.0010418782, 0.079520956, 0.060720302, 0.09194895, 0.037145153, 0.18872227, 0.25355488, 0.12234987]"
2254,Convicted,genre,film noir,1647231,91,627363,[],[],http://www.wikidata.org/entity/Q5166565,http://www.wikidata.org/entity/Q185867,Convicted (1950 film),Film noir,687,68425,What genre is Convicted?,"[""film noir""]","['What category does Convicted belong to?', 'What kind of classification does Convicted fall under?', 'What type does Convicted fall under?', 'What group does Convicted fall under?', 'What kind does Convicted fall under?', 'What class does Convicted fall under?', 'What style can Convicted be categorized into?', 'Which division does Convicted come under?', 'In what bracket does Convicted reside?', 'What domain does  Convicted fit within?']",69112,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.6036495968699058, 0.3503827352306129, 0.5941395846009369, 0.4805759099544483, 0.5145360456481416, 0.6401976382785663, 0.5457454689303028, 0.6391289386955558, 0.6116474988627293, 0.6465350632892898]","[0.08593148, 0.25386024, 0.0067793536, 0.008691126, 0.09437418, 0.05025516, 0.098971896, 0.06673288, 0.012463967, 0.0053921985]"
1281,Born Ruffians,genre,indie rock,1533928,91,611592,[],"[""Independent rock"",""Indie Rock""]",http://www.wikidata.org/entity/Q4945845,http://www.wikidata.org/entity/Q183504,Born Ruffians,Indie rock,959,68145,What genre is Born Ruffians?,"[""indie rock"", ""Independent rock"", ""Indie Rock""]","['What category does Born Ruffians belong to?', 'What kind of classification does Born Ruffians fall under?', 'What type does Born Ruffians fall under?', 'What group does Born Ruffians fall under?', 'What kind does Born Ruffians fall under?', 'What class does Born Ruffians fall under?', 'What style can Born Ruffians be categorized into?', 'Which division does Born Ruffians come under?', 'In what bracket does Born Ruffians reside?', 'What domain does  Born Ruffians fit within?']",69104,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5, 0.8, 0.4, 0.5714285714285715, 0.4444444444444445, 0.4444444444444445, 0.5, 0.5714285714285715, 0.5, 0.5]","[0.37827632908946657, 0.3770332358505192, 0.4694742098208563, 0.45155543005555526, 0.4703387113310453, 0.44005845520345366, 0.40028179242520023, 0.6375939288377492, 0.3508840378684935, 0.5958117574896644]","[0.17502226, 0.026696013, 0.018750157, 0.15372135, 0.034853626, 0.07848981, 0.18812092, 0.020955471, 0.24974139, 0.0017264275]"
2687,The Well,genre,film noir,1224663,91,627363,"[""Well""]",[],http://www.wikidata.org/entity/Q3821358,http://www.wikidata.org/entity/Q185867,The Well (1951 film),Film noir,552,68425,What genre is The Well?,"[""film noir""]","['What category does The Well belong to?', 'What kind of classification does The Well fall under?', 'What type does The Well fall under?', 'What group does The Well fall under?', 'What kind does The Well fall under?', 'What class does The Well fall under?', 'What style can The Well be categorized into?', 'Which division does The Well come under?', 'In what bracket does The Well reside?', 'What domain does  The Well fit within?']",68977,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1586581443543394, 0.6920507597865908, 0.5221610337122449, 0.39171310460148234, 0.44390565462373716, 0.6127799777250094, 0.4106942171577597, 0.5275495607416765, 0.15976083754473636, 0.13781499138548253]","[0.32537776, 0.06691518, 0.05698166, 0.05857893, 0.16121422, 0.016083077, 0.18243463, 0.050159562, 0.36439878, 0.19274166]"
1904,The Association,genre,soft rock,741624,91,755115,[],"[""light rock""]",http://www.wikidata.org/entity/Q2118895,http://www.wikidata.org/entity/Q217191,The Association,Soft rock,22918,46004,What genre is The Association?,"[""soft rock"", ""light rock""]","['What category does The Association belong to?', 'What kind of classification does The Association fall under?', 'What type does The Association fall under?', 'What group does The Association fall under?', 'What kind does The Association fall under?', 'What class does The Association fall under?', 'What style can The Association be categorized into?', 'Which division does The Association come under?', 'In what bracket does The Association reside?', 'What domain does  The Association fit within?']",68922,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0.22222222222222224, 0, 0, 0, 0, 0.4, 0]","[0.7409465702204645, 0.6914841676782634, 0.8944716700341954, 0.27053152576420736, 0.8955507880015794, 0.8727538169462672, 0.44759230640361625, 0.15439031189138497, 0.44675331284298164, 0.803052098464922]","[0.007966766, 0.002435971, 0.011270882, 0.3415003, 0.0014663469, 0.00063983724, 0.09722269, 0.2766535, 0.03689964, 0.00026808234]"
2222,Ida,genre,indie rock,2002276,91,611592,[],"[""Independent rock"",""Indie Rock""]",http://www.wikidata.org/entity/Q5986894,http://www.wikidata.org/entity/Q183504,Ida (band),Indie rock,765,68145,What genre is Ida?,"[""indie rock"", ""Independent rock"", ""Indie Rock""]","['What category does Ida belong to?', 'What kind of classification does Ida fall under?', 'What type does Ida fall under?', 'What group does Ida fall under?', 'What kind does Ida fall under?', 'What class does Ida fall under?', 'What style can Ida be categorized into?', 'Which division does Ida come under?', 'In what bracket does Ida reside?', 'What domain does  Ida fit within?']",68910,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0424479192898036, 0.2993781932859527, 0.5670005718630258, 0.6181055818120874, 0.11783661868854767, 0.36240825543256827, 0.6019466866621666, 0.5685957132073496, 0.47093359921511607, 0.17097728129301984]","[0.89673454, 0.29040065, 0.0003794238, 0.0006741623, 0.13599516, 0.065513946, 0.012585921, 0.039364573, 0.10555587, 0.17315298]"
2648,The Good Life,genre,indie rock,268901,91,611592,[],"[""Independent rock"",""Indie Rock""]",http://www.wikidata.org/entity/Q1483286,http://www.wikidata.org/entity/Q183504,The Good Life (band),Indie rock,756,68145,What genre is The Good Life?,"[""indie rock"", ""Independent rock"", ""Indie Rock""]","['What category does The Good Life belong to?', 'What kind of classification does The Good Life fall under?', 'What type does The Good Life fall under?', 'What group does The Good Life fall under?', 'What kind does The Good Life fall under?', 'What class does The Good Life fall under?', 'What style can The Good Life be categorized into?', 'Which division does The Good Life come under?', 'In what bracket does The Good Life reside?', 'What domain does  The Good Life fit within?']",68901,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.515848449137007, 0.5430479987309932, 0.537497692893369, 0.4259932844421709, 0.1480920466031367, 0.2734902627263414, 0.4140452095795816, 0.33974907450996406, 0.402985204615096, 0.3800273615932342]","[0.04972839, 0.039884973, 0.08907642, 0.13343452, 0.23651622, 0.34621215, 0.20635211, 0.04339445, 0.007257812, 0.22369568]"
